"","Key","Value","freq"
"90134","st patrick's","day",7
"90135","st pattys","day",2
"90136","st place","in",2
"90137","st street","between",2
"90138","st time","in",5
"90139","st to","top",4
"90140","st when","i",2
"90141","st will","be",2
"90142","stab wounds","to",2
"90143","stabbed and","stoned",2
"90144","stabbed in","the",14
"90145","stabbed to","death",12
"90146","stabbing movement","with",2
"90147","stability in","a",2
"90148","stability of","the",3
"90149","stabilize the","country",3
"90150","stable and","could",2
"90151","stable condition","and",2
"90152","stable funding","for",2
"90153","stable jockey","to",2
"90154","stacey and","i",2
"90155","stack and","shed",2
"90156","stack of","books",2
"90157","stack to","make",2
"90158","stacking up","corpses",2
"90159","stacks and","stacks",2
"90160","stadium and","a",2
"90161","stadium box","office",2
"90162","stadium for","the",6
"90163","stadium in","east",2
"90164","stadium infrastructure","costs",2
"90165","stadium is","the",2
"90166","stadium named","after",2
"90167","stadium on","saturday",2
"90168","stadium proposal","to",2
"90169","stadium that","night",2
"90170","stadium to","get",2
"90171","staff about","the",2
"90172","staff accountants","accounting",2
"90173","staff and","members",2
"90174","staff appreciation","week",2
"90175","staff at","the",23
"90176","staff contributed","to",2
"90177","staff didn","t",2
"90178","staff has","been",2
"90179","staff hasn","t",2
"90180","staff in","a",2
"90181","staff jeff","rainford",2
"90182","staff layoffs","and",2
"90183","staff member","and",2
"90184","staff members","to",3
"90185","staff of","the",7
"90186","staff on","board",2
"90187","staff to","mayor",3
"90188","staff was","very",4
"90189","staff which","includes",2
"90190","staff will","help",2
"90191","staff writer","dan",2
"90192","staff writers","meredith",2
"90193","stafford and","anthony",2
"90194","stafford loans","is",2
"90195","stafford student","loans",2
"90196","stage and","screen",2
"90197","stage at","the",6
"90198","stage breast","cancer",2
"90199","stage for","a",13
"90200","stage in","the",12
"90201","stage is","a",2
"90202","stage it","is",2
"90203","stage kidney","disease",2
"90204","stage of","the",34
"90205","stage puppet","theater",2
"90206","stage stop","vineyards",2
"90207","stage this","weekend",2
"90208","stage to","the",2
"90209","stage with","a",4
"90210","stages for","a",2
"90211","stages of","the",10
"90212","stain on","it",2
"90213","stained and","varnished",2
"90214","stained glass","window",4
"90215","stainless steel","stalls",2
"90216","stairs and","going",3
"90217","stairs at","the",2
"90218","stairs in","the",2
"90219","stairs to","the",5
"90220","stake after","falling",2
"90221","stake in","the",36
"90222","stake to","percent",2
"90223","staked out","the",2
"90224","stakeholders of","the",2
"90225","stakes are","high",4
"90226","stakes at","santa",2
"90227","stakes in","the",2
"90228","stakes involved","in",2
"90229","stall at","the",2
"90230","stall with","a",2
"90231","stalled in","the",6
"90232","stamp from","the",3
"90233","stamp i","had",2
"90234","stamp in","the",3
"90235","stamp n","doodle",2
"90236","stamp of","the",4
"90237","stamp on","the",8
"90238","stamp set","from",6
"90239","stamp sets","are",2
"90240","stamp that","i",4
"90241","stamp the","sentiment",2
"90242","stamp tool","is",2
"90243","stamp tv","kit",2
"90244","stamped and","coloured",2
"90245","stamped in","my",2
"90246","stamped on","a",2
"90247","stamped the","sentiment",7
"90248","stamped with","the",2
"90249","stamps and","have",2
"90250","stamps from","the",5
"90251","stamps on","the",2
"90252","stamps which","i",2
"90253","stan and","karl",2
"90254","stan patras","and",2
"90255","stan van","gundy",4
"90256","stance on","the",5
"90257","stand a","chance",4
"90258","stand and","the",2
"90259","stand as","a",2
"90260","stand at","the",14
"90261","stand before","god",4
"90262","stand by","and",2
"90263","stand firm","in",2
"90264","stand for","the",4
"90265","stand here","and",2
"90266","stand in","the",43
"90267","stand it","and",2
"90268","stand mixer","fitted",4
"90269","stand next","to",2
"90270","stand on","the",25
"90271","stand or","walk",2
"90272","stand out","in",9
"90273","stand outside","the",3
"90274","stand there","and",2
"90275","stand to","be",4
"90276","stand trial","for",2
"90277","stand up","for",64
"90278","stand with","the",2
"90279","stand your","ground",24
"90280","standard and","poor's",2
"90281","standard copy","editing",2
"90282","standard in","the",4
"90283","standard of","living",12
"90284","standard on","the",2
"90285","standard operating","procedure",2
"90286","standard poor","s",2
"90287","standard poor's","index",17
"90288","standard should","be",2
"90289","standard version","and",2
"90290","standardized test","scores",2
"90291","standards and","technology",2
"90292","standards for","the",4
"90293","standards in","the",2
"90294","standards of","living",2
"90295","standing as","a",2
"90296","standing association","with",2
"90297","standing at","the",23
"90298","standing before","me",2
"90299","standing behind","him",2
"90300","standing by","her",2
"90301","standing in","the",79
"90302","standing near","the",2
"90303","standing next","to",22
"90304","standing on","the",40
"90305","standing ovation","and",2
"90306","standing right","next",2
"90307","standing room","only",8
"90308","standing security","protocol",2
"90309","standing there","in",4
"90310","standing tradition","of",2
"90311","standing up","for",20
"90312","standing with","the",2
"90313","standings by","winning",2
"90314","standout on","the",2
"90315","stands as","a",4
"90316","stands by","his",2
"90317","stands for","the",10
"90318","stands in","the",2
"90319","stands on","the",6
"90320","stands out","as",6
"90321","stands ready","to",2
"90322","stands to","benefit",2
"90323","stands up","for",2
"90324","stanford coach","jim",2
"90325","stanford in","the",2
"90326","stanford quarterback","andrew",2
"90327","stanhope and","schroders",2
"90328","stanley cup","finals",13
"90329","stanley fritts","and",2
"90330","stanton anton","yelchin",2
"90331","staple at","the",2
"90332","stapled it","down",2
"90333","staples center","and",4
"90334","star and","the",2
"90335","star break","and",2
"90336","star caliber","season",2
"90337","star chet","walker",2
"90338","star chicago","illinois",2
"90339","star company","since",2
"90340","star crossed","lovers",2
"90341","star defenseman","alex",2
"90342","star for","the",4
"90343","star game","in",4
"90344","star good","looks",2
"90345","star has","a",2
"90346","star in","the",20
"90347","star k","ranch",2
"90348","star ledger","found",4
"90349","star making","machinery",2
"90350","star mel","daniels",2
"90351","star of","the",39
"90352","star on","the",2
"90353","star prospect","no",9
"90354","star rise","at",2
"90355","star some","are",2
"90356","star spangled","banner",4
"90357","star trek","the",4
"90358","star tribune","minneapolis",2
"90359","star wars","day",6
"90360","star when","he",2
"90361","star who","was",2
"90362","star with","a",2
"90363","starbucks gift","card",2
"90364","stare at","the",10
"90365","stare is","a",2
"90366","stared at","me",12
"90367","stared into","the",2
"90368","stares at","me",2
"90369","starfire angels","series",2
"90370","staring at","the",30
"90371","staring back","at",2
"90372","staring down","the",2
"90373","staring into","the",4
"90374","stark contrast","to",10
"90375","starred at","lake",2
"90376","starred for","the",2
"90377","starred in","the",8
"90378","starring in","the",2
"90379","starring roles","in",2
"90380","stars and","stripes",3
"90381","stars at","the",2
"90382","stars for","the",3
"90383","stars from","the",2
"90384","stars in","the",12
"90385","stars is","the",2
"90386","stars noise","rating",2
"90387","stars of","the",6
"90388","stars on","the",2
"90389","stars out","of",4
"90390","stars such","as",2
"90391","stars very","good",2
"90392","start a","new",54
"90393","start adding","the",2
"90394","start after","the",2
"90395","start all","over",8
"90396","start and","end",2
"90397","start another","one",2
"90398","start as","a",2
"90399","start at","the",34
"90400","start being","on",2
"90401","start by","saying",10
"90402","start construction","in",2
"90403","start early","in",2
"90404","start earning","to",2
"90405","start for","the",23
"90406","start from","the",12
"90407","start getting","my",2
"90408","start going","up",2
"90409","start i","had",2
"90410","start in","the",24
"90411","start is","the",2
"90412","start it","on",2
"90413","start listening","to",3
"90414","start living","for",2
"90415","start looking","at",5
"90416","start my","day",7
"90417","start of","the",205
"90418","start off","the",13
"90419","start offset","end",3
"90420","start on","the",16
"90421","start or","end",2
"90422","start out","with",15
"90423","start over","again",2
"90424","start packing","up",2
"90425","start planning","for",2
"90426","start preparing","for",2
"90427","start questioning","why",3
"90428","start right","here",2
"90429","start running","again",3
"90430","start small","and",2
"90431","start so","i",2
"90432","start spreading","the",2
"90433","start stitching","on",2
"90434","start talking","about",8
"90435","start the","season",24
"90436","start their","business",2
"90437","start thinking","about",28
"90438","start third","florida",2
"90439","start this","season",6
"90440","start to","finish",50
"90441","start total","for",2
"90442","start trying","to",2
"90443","start up","again",4
"90444","start using","them",4
"90445","start waking","up",2
"90446","start wearing","them",3
"90447","start with","the",103
"90448","start working","on",4
"90449","start your","day",9
"90450","started a","new",28
"90451","started against","the",4
"90452","started all","games",3
"90453","started and","i",5
"90454","started as","a",28
"90455","started at","the",13
"90456","started back","in",2
"90457","started below","grade",2
"90458","started by","a",4
"90459","started coming","in",2
"90460","started crying","and",2
"90461","started dating","i",2
"90462","started doing","a",2
"90463","started every","game",2
"90464","started feeling","a",3
"90465","started fiddling","with",2
"90466","started for","the",6
"90467","started freaking","out",2
"90468","started from","the",2
"90469","started games","at",4
"90470","started getting","a",2
"90471","started going","to",5
"90472","started helping","others",2
"90473","started her","career",2
"90474","started his","career",2
"90475","started in","the",35
"90476","started it","i",2
"90477","started last","week",4
"90478","started looking","around",5
"90479","started me","thinking",2
"90480","started moving","in",2
"90481","started my","blog",3
"90482","started not","to",3
"90483","started off","with",22
"90484","started on","the",23
"90485","started our","day",2
"90486","started out","as",35
"90487","started paying","attention",2
"90488","started picking","winners",2
"90489","started playing","and",3
"90490","started pulling","the",2
"90491","started reading","it",4
"90492","started rolling","in",2
"90493","started rummaging","through",2
